"","Text","Verified","Protected","Location","Followers","VerifiedRetweet","Source"
"4061","Learned lots of new things about @AzureDevOps  from great speakers #AzureDevOpsNepal. 
I will try and use all the features in my upcoming coming #rstats and #shiny project. 
#Azure 
#CloudComputing 
#DevOps https://t.co/s4AIdRFWG6",FALSE,FALSE,"North East, England",985,FALSE,"ELK_BOT_1983"
"4062","Came across 'demotivate', an interesting Stata command .

So I just ""had to"" port it to R on the commute home yesterday.  Find it in package dang on @GitHub.

#rstats #andIdontactuallyeverusedstatamyself
/cc @FelipeOrjuelaR @KevinDenny https://t.co/iDMvtOjJgN",FALSE,FALSE,"Portugal",154,FALSE,"Tweetbot for i<U+039F>S"
"4063","R is hard to google. So I vote we rename R to Roo, and the mascot could be Roo <U+0001F998>from Pooh, and his buddy could be a cute little snake <U+0001F40D> for like Python. Think of all the fan art of the tiny snek and Roo cuddling. And then #Python people and #Rstats people could be friends. <U+2764><U+FE0F>.",FALSE,FALSE,"Iowa City, IA",77,FALSE,"Twitter for iPhone"
"4064","#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,"",1329,FALSE,"Twitter for Android"
"4065","Outstanding #statquest video intro to principal component analysis by @joshuastarmer of @UNC #rstats #PCA #phdlife https://t.co/GJcNAimKPY",FALSE,FALSE,"Cambridge, England",306,NA,"Twitter Web Client"
"4066","This is why I love #rstats. There really is a package for everything ...

&gt; library(english)
&gt; as.english(3)

[1] three

Comes in handy when writing reproducible manuscripts.",FALSE,FALSE,"Boston, MA",241,FALSE,"Twitter for iPhone"
"4067","#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,"Boston, MA",241,FALSE,"Twitter for iPhone"
"4068","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"<U+5BFA>",338,TRUE,"Twitter for iPhone"
"4069","I consider myself ok at #rstats but I've been going through @JennyBryan what they forgot to teach you about r materials and they are so helpful! Thanks Jenny! https://t.co/uSCoVLvzCE",FALSE,FALSE,"Chicago, IL",579,FALSE,"Twitter for Android"
"4070","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"New York, USA",174,TRUE,"Twitter for iPhone"
"4071","<U+0001F916>I discovered how good listening to #synthwave is for #econmodelling and #rstats. Have accrued 50 albums in the last two months <U+0001F916>",FALSE,FALSE,"Sydney, New South Wales",352,NA,"Twitter Web App"
"4072","Doing more with California Data Exchange Center (CDEC) data, in R, with the sharpshootR* package.
https://t.co/bIixPMy3M9

#rstats

*this thing is one big giant construction site! https://t.co/gDnK9v1c0W",FALSE,FALSE,"Sonora, CA",457,NA,"Twitter Web Client"
"4073","Hey #DataScientists and #rstats community!

Cal Poly Stat Dept is hiring full-time lecturers.  Needs a Master's in Stat or related field.  Come hang out for a couple years in paradise with a super group of colleagues!

https://t.co/x8Zg5fTXAR",FALSE,FALSE,"San Luis Obispo, CA",57,FALSE,"Twitter for iPhone"
"4074","Should have been taking it easy tonight, but instead got excited that @ComposerProject has a bunch of data on composers. 

Not often I get to combine my love of #rstats with orchestra data and make high quality plots to procrastinate writing.... #dataviz #ggplot2 https://t.co/RaG7jDEfhE",FALSE,FALSE,"",806,FALSE,"Twitter Web Client"
"4075","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"kyoto",181,TRUE,"Twitter for iPhone"
"4076","Journalists in NM-CO-UT-WY-West Texas (and AZ?), want to learn how #rstats can turbo-charge your reporting with data? Sign up for my workshop at the SPJ R9 conference, hosted by @SPJRioGrande + @SPJ_UNM. Details below!
https://t.co/BhZKOXuQ45 https://t.co/q1qa4AGtOV",FALSE,FALSE,"Everywhere USA",2828,FALSE,"Twitter Web Client"
"4077","Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,"Vienna, Austria",347,FALSE,"Twitter for iPhone"
"4078","We used a machine learning approach known as 'boosted regression trees' and created a dedicated R package (ggBRT) for interpretation and visualisation available at https://t.co/xyK5Q1b4X5. All data and analysis script are open access at https://t.co/j2nHd9t98z #rstats https://t.co/jOpDgvoWwX",FALSE,FALSE,"Santa Barbara, CA",1379,FALSE,"Twitter Web Client"
"4079","I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,"Santa Barbara, CA",1379,FALSE,"Twitter Web Client"
"4080","CRAN upgrade of the spdep package for spatial dependence testing/modelling to 1.0-2: https://t.co/13JE3qOqAV,   featuring new dependency on sf https://t.co/5hEOxrxTwo,   and sf-using documentation:   https://t.co/dHVwnrW5Xk, thanks to @edzerpebesma, @CivicAngela &amp; others. #rstats",FALSE,FALSE,"San Antonio, TX",1718,FALSE,"Twitter Web Client"
"4081","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"San Antonio, TX",1718,TRUE,"Twitter Web Client"
"4082","Very smart Project Template @IronistM 
#RStats https://t.co/7pjBj3xcNC",FALSE,FALSE,"Luxembourg",215,NA,"Twitter Web App"
"4083","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"Berlin, Deutschland",15,TRUE,"Twitter for Android"
"4084","We used a machine learning approach known as 'boosted regression trees' and created a dedicated R package (ggBRT) for interpretation and visualisation available at https://t.co/xyK5Q1b4X5. All data and analysis script are open access at https://t.co/j2nHd9t98z #rstats https://t.co/jOpDgvoWwX",FALSE,FALSE,"www",630,FALSE,"TweetDeck"
"4085","We used a machine learning approach known as 'boosted regression trees' and created a dedicated R package (ggBRT) for interpretation and visualisation available at https://t.co/xyK5Q1b4X5. All data and analysis script are open access at https://t.co/j2nHd9t98z #rstats https://t.co/jOpDgvoWwX",FALSE,FALSE,"University of Rhode Island",345,FALSE,"Twitter for iPhone"
"4086","The February @OHSUoctri BERD program seminar will host @datapointier and @M_Niederhausen as they introduce R and @rstudio to people with no prior experience. If you have ever though about learning R/Rstudio, Feb 26 is your last chance! (not really, but why wait?) #rstats https://t.co/WQRr9GCq0f",FALSE,FALSE,"Portland, OR",30,FALSE,"Twitter for Android"
"4087","Working on #rstats and #ArcGIS with a cup of #coffee and @Spotify music. #DataScience #gradschool @GeoFHSU @FHSU_Grad @FortHaysState @Esri",FALSE,FALSE,"Hays, KS",656,NA,"Twitter for Android"
"4088","Cheers to @dunmatekenya @prokopsky &amp; Dharana for delivering #dataday training to make #worldbank analytics more agile &amp; reusable || #python #cdr #Rstats #github #bigdata https://t.co/qrWo4YK64Y",FALSE,FALSE,"Paris, France",1274,FALSE,"Twitter Web Client"
"4089","#ggplot2, #visNetwork and #tidytext blogs so far <U+0001F447>
#rstats https://t.co/ethdisNkf4",FALSE,FALSE,"London, libya  khadeja.ramali@gmail.com",655,FALSE,"Twitter for iPhone"
"4090","This is a *great* conference for #datascience #rstats #causalinference etc. in health policy. Propose a cool session and I'll see you there! 
 https://t.co/pTrucmhunA https://t.co/WmNkq1NoQQ",FALSE,FALSE,"Philadelphia, PA",30,FALSE,"Twitter for iPhone"
"4091","Halp #rstats twitter! My brain does not think in ifelse and loops, but this feels like a good puzzle for someone who's does: https://t.co/1oKD2XefPx",FALSE,FALSE,"Fairbanks, AK",388,FALSE,"Twitter Web Client"
"4092","Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,"Bethlehem, PA",319,FALSE,"Twitter for Android"
"4093","Just a heads up, new version of #rstats wdpar pkg is now on CRAN (0.0.2). This fixes data dl issues on Windows, and incorrect omission/partial erasure of some protected areas. I'd recommend rerunning any analyses with the new version to be safe. Many thanks for the bug reports!",FALSE,FALSE,"Cambridge, England",2922,FALSE,"Twitter for iPhone"
"4094","#rstats R-hub is on Twitter now! <U+0001F44B>

Stay tuned for further updates, we'll soon launch a docs website and a blog! <U+0001F387>

In the meantime find
<U+0001F517> our <U+0001F4E6>builder https://t.co/QG8jwaCoto
<U+0001F517> our Github organization https://t.co/tR4d94ZHSj",FALSE,FALSE,"<U+4E16><U+754C><U+306E><U+679C><U+3066>",755,FALSE,"Twitter Web Client"
"4095","Want to publish your R Markdown<U+0001F4C4> to @Confluence? Try conflr <U+0001F4E6>, a handy RStudio addin for this! #rstats #rmarkdown

blog post: https://t.co/lK8AKeAp9Y
repo: https://t.co/sZAKjgA1UT https://t.co/zdiAydcNPK",FALSE,FALSE,"<U+4E16><U+754C><U+306E><U+679C><U+3066>",755,FALSE,"Twitter Web Client"
"4096","The #rstats staplr package 2.9.0 is now on  CRAN  <U+0001F4CE> <U+0001F528> <U+0001F527> <U+2702><U+FE0F> <U+0001F4CE>. 
<U+0001F389> <U+0001F38A> Celebrating with awesome @OganM  and all involved !!!!
A big thanks to @robjhyndman  for the initial idea of the package. 
This package provides a toolkit to manipulate PDF files https://t.co/vSHYdzQRNv",FALSE,FALSE,"<U+4E16><U+754C><U+306E><U+679C><U+3066>",755,FALSE,"Twitter for iPhone"
"4097","Our new paper on the web interface for CEMiTool is out! 10.3389/fgene.2019.00146 #rstats @CSBL1 @lucasecardozo @Bioconductor",FALSE,FALSE,"S�o Paulo, Brasil",59,FALSE,"Twitter Web Client"
"4098","#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,"",249,FALSE,"Twitter for Android"
"4099","620 million accounts stolen from 16 hacked websites now for sale on the dark web. Are You On The List?
#CyberSecurity #ComputerVision #RNN #Fintech #Insurtech #Datascience #HealthTech #IoT #Python #RStats #TensorFlow #pyTorch #Serverless #Spark #AI #MLflow
https://t.co/ka8BbtF09h https://t.co/PKs6bgZ0L6",FALSE,FALSE,"Troy, MI",3,FALSE,"Twitter for iPhone"
"4100","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"NGSland",6899,TRUE,"Twitter for iPhone"
"4101","Free introduction to #GIS in #rstats course https://t.co/ADDbbfH61f",FALSE,FALSE,"",3923,FALSE,"Twitter for Android"
"4102","Journalists in NM-CO-UT-WY-West Texas (and AZ?), want to learn how #rstats can turbo-charge your reporting with data? Sign up for my workshop at the SPJ R9 conference, hosted by @SPJRioGrande + @SPJ_UNM. Details below!
https://t.co/BhZKOXuQ45 https://t.co/q1qa4AGtOV",FALSE,FALSE,"New Mexico",1158,FALSE,"Twitter for iPhone"
"4103","Uber Releases Ludwig, An #AI Toolkit that Simplifies #DeepLearning with No Code. #BigData #Analytics #MachineLearning #DataScience #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux 
https://t.co/TE6oRcWLeN https://t.co/bqqv2RLaf0",FALSE,FALSE,"Medell�n.",309,FALSE,"Twitter for Android"
"4104","Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,"happy thank you more please",459,FALSE,"Twitter for Android"
"4105","#ggplot2, #visNetwork and #tidytext blogs so far <U+0001F447>
#rstats https://t.co/ethdisNkf4",FALSE,FALSE,"",5,NA,"Twitter Web Client"
"4106","Will I ever reach a point in my life when ggplot2 doesn�t make me want to throw my computer out a window? Asking for a friend. #rstats",FALSE,FALSE,"Philadelphia, PA",334,NA,"Twitter for iPhone"
"4107","Just a heads up, new version of #rstats wdpar pkg is now on CRAN (0.0.2). This fixes data dl issues on Windows, and incorrect omission/partial erasure of some protected areas. I'd recommend rerunning any analyses with the new version to be safe. Many thanks for the bug reports!",FALSE,FALSE,"",863,FALSE,"Twitter for Android"
"4108","#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,"USC Rossier School of Ed",643,FALSE,"Twitter Web Client"
"4109","R Beginner Workshop Series: Workshop 1 - Part 1

Part 1 of the materials, a summary of learning resources available to learn #rstats.

Presented by Alyce Russell (Twitter @nerdrusty). Slides in YouTube link. 

https://t.co/QYcXj4x8FC via @YouTube

#rladies",FALSE,FALSE,"Perth, Western Australia",473,FALSE,"Twitter for iPhone"
"4110","I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,"Madison, WI",1454,FALSE,"Twitter for iPhone"
"4111","theme_bw(base_size=16)

If I tweet this, will I finally remember it?? <U+0001F92A>

Make those fonts larger. 

#dataviz #rstats",FALSE,FALSE,"",655,NA,"Twitter Web Client"
"4112","Roses are red
Violets are red
Everything is red
Why is my code not running 

#rstats #AcademicValentine",FALSE,FALSE,"Hamburg, Deutschland",87,NA,"Twitter for iPhone"
"4113","Just a heads up, new version of #rstats wdpar pkg is now on CRAN (0.0.2). This fixes data dl issues on Windows, and incorrect omission/partial erasure of some protected areas. I'd recommend rerunning any analyses with the new version to be safe. Many thanks for the bug reports!",FALSE,FALSE,"Brisbane, Queensland",925,FALSE,"Twitter Web Client"
"4114","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"Liverpool, England",70,TRUE,"Twitter for iPhone"
"4115","It is incredibly easy to speed up your #rstats purrr functions with parallelization. Thanks to the furrr package, by @dvaughan32,  less than one line of code is required. Here is a blog post to walk you through it | https://t.co/xhxlPiPK03 https://t.co/LCqVJDIrRy",FALSE,FALSE,"London",1360,FALSE,"Twitter Web Client"
"4116","The #rstats staplr package 2.9.0 is now on  CRAN  <U+0001F4CE> <U+0001F528> <U+0001F527> <U+2702><U+FE0F> <U+0001F4CE>. 
<U+0001F389> <U+0001F38A> Celebrating with awesome @OganM  and all involved !!!!
A big thanks to @robjhyndman  for the initial idea of the package. 
This package provides a toolkit to manipulate PDF files https://t.co/vSHYdzQRNv",FALSE,FALSE,"North Region, Singapore",78,FALSE,"Twitter for Android"
"4117","Hacking strings with stringr https://t.co/eDBNEsV0L8 #rstats #DataScience",FALSE,FALSE,"North Region, Singapore",78,FALSE,"Twitter for Android"
"4118","It is incredibly easy to speed up your #rstats purrr functions with parallelization. Thanks to the furrr package, by @dvaughan32,  less than one line of code is required. Here is a blog post to walk you through it | https://t.co/xhxlPiPK03 https://t.co/LCqVJDIrRy",FALSE,FALSE,"North Region, Singapore",78,FALSE,"Twitter for Android"
"4119","Working with Date and Time in R https://t.co/eoQLSfO1hV #rstats #DataScience",FALSE,FALSE,"North Region, Singapore",78,FALSE,"Twitter for Android"
"4120","#RStats <U+26A1><U+FE0F><U+26A1><U+FE0F>
�Dramatically speed up your R purrr functions with the furrr package� https://t.co/umNK70AsVC via @zevross",FALSE,FALSE,"North Region, Singapore",78,FALSE,"Twitter for Android"
"4121","Inspired by @djnavarro's #rstats valentine:

Roses are red, 
Brown is the ground.
Summarizing the feelings in my heart, 
Error in summary(myheart) : object 'myheart' not found https://t.co/01FHIlnOSy",FALSE,FALSE,"�sterreich",791,FALSE,"Twitter for Android"
"4122","It is incredibly easy to speed up your #rstats purrr functions with parallelization. Thanks to the furrr package, by @dvaughan32,  less than one line of code is required. Here is a blog post to walk you through it | https://t.co/xhxlPiPK03 https://t.co/LCqVJDIrRy",FALSE,FALSE,"My Square Hole.",2800,FALSE,"Twitter for iPhone"
"4123","I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,"",12,FALSE,"Twitter Web Client"
"4124","Remember, if your code hasn�t worked the last n times, most statistical models will tell you that it will also fail the n+1st time too! As n grows, the evidence becomes overwhelming that you will fail forever. #DataScience #rstats #pydata",FALSE,FALSE,"Milwaukee",143,FALSE,"Twitter for Android"
"4125","Spent the afternoon playing with #ggtree in #rstats again, now I have a rainbow themed rose gall wasp tree. https://t.co/xdGtdWFoad",FALSE,FALSE,"New Haven, CT",93,FALSE,"Twitter Web App"
"4126","Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,"",3368,FALSE,"Twitter Web Client"
"4127","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"Gainesville, Florida",3641,TRUE,"Twitter for iPhone"
"4128","<U+0001F1F7><U+0001F1F8>Serbia has the largest share of population at risk of poverty among 33 surveyed European states

MAP <U+0001F447>
https://t.co/51pANKpDHa

<U+0001F1F7><U+0001F1F8>Srbija ima najveci udeo ljudi na ivici siroma�tva od 33 evropske zemlje

#poverty #inequality #Europe #census #data #dataviz #rstats #maps https://t.co/pXW4t6tN1g",FALSE,FALSE,"",1428,FALSE,"Twitter for Android"
"4129","This is my first #TidyTuesday collaboration! As we can see NASA spends way more on its global climate change research program than any other agency!

Con dedicaci�n especial para @jmtoralc por todo lo que me ense��!

#rstats #DataToViz #gganimate https://t.co/av6U2qgzHa",FALSE,FALSE,"Ciudad de M�xico",606,FALSE,"Twitter for iPhone"
"4130","Proud moment: coding the solution to the mutate() challenge correctly with @robinseatworms. Thanks @RallidaeRule for building some self confidence with R! #datascience #rstats #workshop https://t.co/6rliH3gfYB",FALSE,FALSE,"Daphne, AL",786,NA,"Twitter for iPhone"
"4131","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"Internet",173,TRUE,"Twitter for Android"
"4132","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"C�rdoba, Spain",277,TRUE,"Twitter for iPhone"
"4133","The most popular post on my blog is about using R on Kubernetes, seems to be a zeitgeist.  I updated the post to include how to deploy plumber APIs #rstats https://t.co/HNmZQPzlSx",FALSE,FALSE,"Knoxville, TN",4234,FALSE,"TweetDeck"
"4134","Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,"San Anselmo, CA",324,FALSE,"Twitter for iPhone"
"4135","#rstats R-hub is on Twitter now! <U+0001F44B>

Stay tuned for further updates, we'll soon launch a docs website and a blog! <U+0001F387>

In the meantime find
<U+0001F517> our <U+0001F4E6>builder https://t.co/QG8jwaCoto
<U+0001F517> our Github organization https://t.co/tR4d94ZHSj",FALSE,FALSE,"Dublin City, Ireland",286,FALSE,"Twitter for Android"
"4136","Finally ! We did it : we now have a @rstudio Shiny server ! Come see our apps in one place : https://t.co/5S0msV47rL <U+0001F4AB><U+0001F4AB><U+0001F4AB>
#rstats #rshiny https://t.co/DtDsNBfefz",FALSE,FALSE,"",59,FALSE,"Twitter for iPhone"
"4137","<U+0001F496> Woah! Very cool Shiny app by @JoannaMelon!
<U+0001F5B1> ""rpivotTableMD: rpivotTable dynamically interacting w/ Rmarkdown reports""
https://t.co/QaTiH9V5Z0 #rstats #rshiny https://t.co/iIg4RiPPvt",FALSE,FALSE," Everywhere ",103,FALSE,"Twitter for iPad"
"4138","<U+0001F63B> Quite the treasure-trove from @abtran:
<U+0001F4F0> ""R for Journalists :: Journalism with R"" 
https://t.co/UVoc2VF4pL #rstats #ddj
ht @apreshill <U+0001F64C> https://t.co/dc2XYULPaQ",FALSE,FALSE," Everywhere ",103,FALSE,"Twitter for iPad"
"4139","my #ggplot2 flipbook project is online! <U+0001F60E><U+0001F913><U+0001F913> Incrementally walks through plotting code (#MakeoverMonday, soon #TidyTuesday plots). Using #xaringan with reveal function; thanks, @statsgen @grrrck. #rstats. https://t.co/bBBzv0iZLw https://t.co/tFtD78IOHZ",FALSE,FALSE," Everywhere ",103,FALSE,"Twitter for iPad"
"4140","<U+0001F62E> Neat lil' package by Benjamin Elbers�
<U+0001F4E6> ""tidylog: provides feedback about basic dplyr operations"" 
GH repo: https://t.co/V5VWgjEiPH #rstats
community thread: https://t.co/CJbwYk5KWP https://t.co/1xqnacsdBz",FALSE,FALSE," Everywhere ",103,FALSE,"Twitter for iPad"
"4141","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"Seattle, WA",171,TRUE,"Twitter Web Client"
"4142","This is why I love #rstats. There really is a package for everything ...

&gt; library(english)
&gt; as.english(3)

[1] three

Comes in handy when writing reproducible manuscripts.",FALSE,FALSE,"",318,FALSE,"Twitter for iPhone"
"4143","For #rstats folks using Rmd to write papers, are there any @rstudio add-ins to help keep track of word count as you type (like �Better Word Count� for GDocs)? Also, are you formatting citations for journals in R or doing that in Word/LaTeX/etc?",FALSE,FALSE,"",318,NA,"Twitter for iPhone"
"4144","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"London",1035,TRUE,"Twitter for Android"
"4145","my #ggplot2 flipbook project is online! <U+0001F60E><U+0001F913><U+0001F913> Incrementally walks through plotting code (#MakeoverMonday, soon #TidyTuesday plots). Using #xaringan with reveal function; thanks, @statsgen @grrrck. #rstats. https://t.co/bBBzv0iZLw https://t.co/tFtD78IOHZ",FALSE,FALSE,"Columbus, Ohio",402,FALSE,"Twitter Web Client"
"4146","clever function to teach pipes in #rstats https://t.co/s58wfz17oF",FALSE,FALSE,"Durham, NC",267,NA,"Twitter Web App"
"4147","Spent the afternoon playing with #ggtree in #rstats again, now I have a rainbow themed rose gall wasp tree. https://t.co/xdGtdWFoad",FALSE,FALSE,"Gainesville, FL",2477,NA,"Twitter Web App"
"4148","@bikesRdata  on geo analytics infrastructure for #rstats at @rusershamburg. So easy to get geo spatial data via #rstats osmdata! https://t.co/KtBhdRlCnO",FALSE,FALSE,"",313,FALSE,"Twitter for Android"
"4149","I herewith proclaim 2019 the year the future has finally arrived. Thanks @bikesRdata for #opensource spatial infrastructure and teaching us what can be done in #rstats . https://t.co/aHCsir51Sd",FALSE,FALSE,"",313,FALSE,"Twitter for Android"
"4150","#now Mark Padgham provides an overview of several inter-related R packages for analysing urban dynamics.

@bikesRdata 
#MeetUpHamburg #Meetup #Astratower
#StartUp #OpenSourceSoftware #rstatsnyc #rstats https://t.co/gQzW9f76Cr",FALSE,FALSE,"",313,FALSE,"Twitter for Android"
"4151","What's New in Programming Language Popularity. #BigData #Analytics #DataScience #IoT #IIoT #C #CPP #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming 
https://t.co/cCLCJvUL3J https://t.co/ANlXrfEaYR",FALSE,FALSE,"Tel Aviv, Israel",4921,FALSE,"retweet-fav-bot"
"4152","Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,"Austin, TX",462,FALSE,"Twitter Web Client"
"4153","Working with Date and Time in R https://t.co/eoQLSfO1hV #rstats #DataScience",FALSE,FALSE,"Debrecen, Hungary",585,FALSE,"Twitter for iPhone"
"4154","Diverging Bar Charts � Plotting Variance with ggplot2 https://t.co/pCGcIXIaNT #rstats #DataScience",FALSE,FALSE,"Debrecen, Hungary",585,FALSE,"Twitter for iPhone"
"4155","Cheers to @dunmatekenya @prokopsky &amp; Dharana for delivering #dataday training to make #worldbank analytics more agile &amp; reusable || #python #cdr #Rstats #github #bigdata https://t.co/qrWo4YK64Y",FALSE,FALSE,"Washington D.C.",731,NA,"Twitter for iPhone"
"4156","A preview of the next generation of #rspatial - integration of simple features and stars. Can't wait! #rstats https://t.co/5D6iFSXH0z",FALSE,FALSE,"",107,NA,"Twitter for Android"
"4157","The Death of Bismarck in a GIF. Losely based on Bonoli (1998). #rstats https://t.co/TDPtCWLlKm",FALSE,FALSE,"Ireland.",150,FALSE,"Twitter for Android"
"4158","Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,"London, England",3248,TRUE,"Twitter for iPhone"
"4159","Categorical Data Analysis using forcats https://t.co/kHDyPAvpDp #rstats #DataScience",FALSE,FALSE,"Boston",211,FALSE,"Twitter for iPhone"
"4160","Walkthroughs of data analyses using SQL Server and R under the Team Data Science Process https://t.co/oTxnemdrVA #rstats",FALSE,FALSE,"Boston",211,FALSE,"Twitter for iPhone"
"4161","Want to publish your R Markdown<U+0001F4C4> to @Confluence? Try conflr <U+0001F4E6>, a handy RStudio addin for this! #rstats #rmarkdown

blog post: https://t.co/lK8AKeAp9Y
repo: https://t.co/sZAKjgA1UT https://t.co/zdiAydcNPK",FALSE,FALSE,"Boston",211,FALSE,"Twitter Web Client"
"4162","Try out RStudio Connect on Your Desktop for Free https://t.co/V3eU1bZR2Q #rstats #DataScience",FALSE,FALSE,"Boston",211,FALSE,"Twitter for iPhone"
"4163","I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,"",891,FALSE,"Twitter for Android"
